Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
190,Tyrese Haliburton\halibty01,PG,20,SAC,50,15,30.2,5.0,10.5,.475,2.1,5.1,.411,2.9,5.5,.535,.574,0.8,0.9,.844,0.7,2.4,3.1,5.0,1.3,0.5,1.5,1.6,12.8
191,Donta Hall\halldo01,PF,23,ORL,2,0,16.5,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,2.0,2.5,.800,1.5,3.5,5.0,2.5,1.0,1.5,1.0,1.0,4.0
192,Josh Hall\halljo01,SF,20,OKC,14,0,12.4,0.6,3.2,.200,0.1,1.4,.100,0.5,1.8,.280,.222,1.2,2.1,.586,0.1,1.9,2.0,1.3,0.0,0.0,1.1,1.5,2.6
193,R.J. Hampton\hamptrj01,PG-SG,19,TOT,36,1,13.3,1.9,4.3,.438,0.4,1.3,.277,1.5,2.9,.509,.480,0.6,0.9,.625,0.5,2.2,2.7,0.8,0.4,0.1,0.7,1.0,4.6
193,R.J. Hampton\hamptrj01,PG,19,DEN,25,0,9.3,1.0,2.4,.417,0.2,0.7,.278,0.8,1.7,.476,.458,0.4,0.5,.750,0.4,1.6,2.0,0.6,0.2,0.1,0.4,0.9,2.6
193,R.J. Hampton\hamptrj01,SG,19,ORL,11,1,22.5,3.8,8.5,.452,0.7,2.6,.276,3.1,5.8,.531,.495,1.0,1.8,.550,0.6,3.5,4.2,1.2,0.9,0.3,1.4,1.3,9.4
194,Tim Hardaway Jr.\hardati02,SG,28,DAL,54,20,28.4,5.6,12.7,.443,2.9,7.3,.389,2.8,5.4,.517,.555,1.8,2.3,.797,0.3,3.1,3.4,1.7,0.5,0.1,0.9,1.5,16.0
195,James Harden\hardeja01,PG-SG,31,TOT,42,42,37.1,8.0,17.2,.463,2.8,7.8,.358,5.2,9.4,.549,.544,6.5,7.5,.870,0.8,7.2,8.0,10.9,1.2,0.7,4.1,2.3,25.2
195,James Harden\hardeja01,SG,31,HOU,8,8,36.3,7.5,16.9,.444,3.1,9.0,.347,4.4,7.9,.556,.537,6.6,7.5,.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8
195,James Harden\hardeja01,PG,31,BRK,34,34,37.3,8.1,17.3,.467,2.7,7.5,.361,5.4,9.8,.548,.545,6.5,7.5,.867,0.9,7.8,8.7,11.0,1.3,0.7,4.1,2.4,25.4
196,Maurice Harkless\harklma01,PF-SF,27,TOT,22,8,16.0,1.2,2.8,.419,0.5,1.9,.293,0.6,1.0,.667,.516,0.4,0.6,.692,0.1,1.5,1.7,1.0,0.5,0.5,0.4,2.0,3.3
196,Maurice Harkless\harklma01,SF,27,MIA,11,3,11.3,0.5,1.2,.385,0.5,1.0,.455,0.0,0.2,.000,.577,0.0,0.2,.000,0.2,1.0,1.2,0.6,0.2,0.4,0.3,1.3,1.4
196,Maurice Harkless\harklma01,PF,27,SAC,11,5,20.7,1.9,4.5,.429,0.6,2.7,.233,1.3,1.7,.737,.500,0.8,1.0,.818,0.1,2.1,2.2,1.4,0.7,0.5,0.5,2.6,5.3
197,Jared Harper\harpeja01,PG,23,NYK,4,0,2.3,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.5,0.5,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
198,Montrezl Harrell\harremo01,C,27,LAL,56,1,24.4,5.7,9.3,.617,0.0,0.2,.000,5.7,9.1,.629,.617,2.7,3.8,.710,2.4,4.2,6.7,1.1,0.7,0.8,1.1,1.9,14.2
199,Gary Harris\harriga01,SG,26,TOT,23,22,29.7,3.5,8.4,.415,1.2,3.7,.326,2.3,4.7,.486,.487,1.5,1.9,.795,0.7,1.7,2.3,2.0,0.9,0.3,0.9,1.9,9.7
199,Gary Harris\harriga01,SG,26,DEN,19,19,30.6,3.6,8.2,.442,1.3,3.9,.320,2.4,4.3,.556,.519,1.2,1.6,.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7
199,Gary Harris\harriga01,SG,26,ORL,4,3,25.5,2.8,9.3,.297,1.0,2.8,.364,1.8,6.5,.269,.351,3.3,3.5,.929,0.5,1.0,1.5,3.3,0.8,0.8,1.8,1.5,9.8
200,Jalen Harris\harrija01,SG,22,TOR,4,0,3.5,0.3,1.0,.250,0.3,0.5,.500,0.0,0.5,.000,.375,0.0,0.0,,0.3,0.5,0.8,0.5,0.3,0.0,0.3,0.5,0.8
201,Joe Harris\harrijo01,SF,29,BRK,56,52,30.7,5.2,10.1,.514,3.2,6.5,.484,2.1,3.6,.569,.670,0.7,0.9,.769,0.6,3.0,3.6,1.8,0.7,0.2,0.8,2.0,14.3
202,Tobias Harris\harrito02,PF,28,PHI,49,49,33.3,7.9,15.2,.521,1.4,3.5,.407,6.5,11.7,.555,.568,3.2,3.6,.886,1.0,6.2,7.2,3.6,0.9,0.9,1.9,2.0,20.5
203,Shaquille Harrison\harrish01,SG,27,TOT,18,0,3.3,0.4,1.2,.318,0.0,0.1,.000,0.4,1.1,.350,.318,0.3,0.3,.833,0.2,0.3,0.5,0.5,0.1,0.0,0.3,0.2,1.1
203,Shaquille Harrison\harrish01,SG,27,UTA,17,0,3.3,0.4,1.2,.300,0.0,0.1,.000,0.4,1.1,.333,.300,0.3,0.4,.833,0.2,0.4,0.5,0.5,0.1,0.0,0.3,0.2,1.0
203,Shaquille Harrison\harrish01,G,27,DEN,1,0,3.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
204,Josh Hart\hartjo01,SF,25,NOP,47,4,28.7,3.2,7.3,.439,1.3,4.1,.326,1.9,3.2,.583,.531,1.5,1.9,.775,1.1,6.9,8.0,2.3,0.8,0.3,1.0,2.4,9.2
205,Isaiah Hartenstein\harteis01,C,22,TOT,39,2,11.6,1.8,3.4,.550,0.1,0.1,.400,1.8,3.2,.556,.557,1.0,1.6,.619,1.4,2.5,3.9,1.0,0.4,0.9,0.9,2.2,4.7
205,Isaiah Hartenstein\harteis01,C,22,DEN,30,0,9.1,1.4,2.7,.513,0.0,0.0,,1.4,2.7,.513,.513,0.7,1.2,.611,1.3,1.5,2.8,0.5,0.4,0.7,0.7,2.0,3.5
205,Isaiah Hartenstein\harteis01,C,22,CLE,9,2,20.1,3.4,5.7,.608,0.2,0.6,.400,3.2,5.1,.630,.627,1.9,3.0,.630,1.7,5.9,7.6,2.8,0.4,1.6,1.6,3.0,9.0
206,Jaxson Hayes\hayesja02,C,20,NOP,44,3,14.8,2.5,3.8,.657,0.1,0.1,.500,2.4,3.6,.663,.666,1.3,1.7,.757,1.3,2.5,3.8,0.6,0.4,0.5,0.7,1.8,6.3
207,Killian Hayes\hayeski01,PG,19,DET,13,8,21.7,2.2,6.8,.326,0.6,2.5,.250,1.6,4.4,.368,.371,0.4,0.5,.833,0.2,2.0,2.2,3.9,1.0,0.4,2.3,1.8,5.5
208,Gordon Hayward\haywago01,SF,30,CHO,44,44,34.0,7.1,15.0,.473,1.9,4.7,.415,5.1,10.3,.499,.537,3.5,4.2,.843,0.8,5.0,5.9,4.1,1.2,0.3,2.1,1.7,19.6
209,Juan Hernangómez\hernaju01,PF,25,MIN,38,6,16.5,2.3,5.3,.443,0.9,2.9,.330,1.4,2.4,.576,.532,1.2,1.7,.682,0.9,3.2,4.1,0.6,0.4,0.1,0.4,0.9,6.8
210,Willy Hernangómez\hernawi01,C,26,NOP,33,2,15.8,2.7,5.1,.539,0.0,0.2,.125,2.7,4.8,.560,.542,0.9,1.5,.604,2.4,4.0,6.4,0.9,0.3,0.5,0.5,1.1,6.4
211,Tyler Herro\herroty01,SG,21,MIA,45,14,31.2,5.6,13.1,.425,1.8,5.5,.329,3.8,7.6,.494,.494,2.0,2.4,.815,0.5,4.4,4.9,3.4,0.7,0.4,2.0,1.3,14.9
212,Buddy Hield\hieldbu01,SG,28,SAC,55,55,34.5,5.7,14.2,.401,4.0,10.5,.385,1.7,3.7,.447,.543,1.3,1.5,.833,0.4,4.1,4.5,3.1,0.8,0.4,1.8,2.6,16.7
213,George Hill\hillge01,PG,34,OKC,14,14,26.4,4.4,8.6,.508,1.6,4.1,.386,2.8,4.5,.619,.600,1.5,1.8,.840,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8
214,Solomon Hill\hillso01,PF,29,ATL,55,10,20.5,1.6,4.3,.374,1.1,3.2,.341,0.5,1.1,.468,.500,0.4,0.5,.767,0.6,2.1,2.7,1.0,0.7,0.2,0.6,1.6,4.7
215,Nate Hinton\hintona01,SG,21,DAL,14,0,3.4,0.6,1.4,.400,0.1,0.4,.167,0.5,1.0,.500,.425,0.3,0.4,.667,0.1,0.3,0.4,0.3,0.3,0.1,0.3,0.2,1.5
216,Jaylen Hoard\hoardja01,SF,21,OKC,7,0,19.3,2.1,5.1,.417,0.0,0.7,.000,2.1,4.4,.484,.417,2.1,2.7,.789,1.4,1.9,3.3,1.0,0.7,0.1,1.7,1.4,6.4
217,Aaron Holiday\holidaa01,PG,24,IND,53,6,17.5,2.7,6.7,.395,1.1,2.9,.373,1.6,3.8,.412,.475,0.9,1.1,.783,0.2,1.1,1.2,1.6,0.6,0.2,0.9,1.6,7.3
218,Jrue Holiday\holidjr01,PG,30,MIL,43,40,31.6,6.8,13.5,.506,1.9,4.7,.401,5.0,8.8,.562,.576,1.6,2.0,.824,1.3,3.3,4.5,5.4,1.7,0.5,2.1,1.7,17.2
219,Justin Holiday\holidju01,SG,31,IND,55,46,31.3,3.7,8.9,.411,2.4,6.5,.375,1.3,2.5,.507,.547,0.9,1.2,.788,0.5,3.1,3.6,1.6,1.2,0.4,0.8,1.9,10.7
220,Rondae Hollis-Jefferson\holliro01,PF,26,POR,2,0,6.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,1.0,2.0,.500,0.0,0.5,0.5,1.5,0.5,0.0,0.5,2.5,2.0
221,Richaun Holmes\holmeri01,C,27,SAC,50,50,30.0,5.9,9.3,.641,0.0,0.2,.200,5.9,9.1,.651,.644,2.2,2.8,.797,2.6,6.4,8.9,1.7,0.7,1.6,1.2,3.6,14.1
222,Rodney Hood\hoodro01,SF,28,TOT,47,5,18.6,1.9,5.3,.364,0.7,2.3,.306,1.2,3.0,.410,.431,0.4,0.4,.810,0.4,1.5,1.9,1.1,0.4,0.1,0.7,1.5,4.9
222,Rodney Hood\hoodro01,SF,28,POR,38,5,19.1,1.9,5.3,.363,0.7,2.2,.298,1.3,3.1,.410,.425,0.2,0.3,.750,0.5,1.4,1.9,1.2,0.5,0.1,0.8,1.6,4.7
222,Rodney Hood\hoodro01,SF,28,TOR,9,0,16.7,1.9,5.1,.370,0.9,2.7,.333,1.0,2.4,.409,.457,0.9,1.0,.889,0.3,1.7,2.0,0.4,0.1,0.2,0.4,1.2,5.6
223,Al Horford\horfoal01,C,34,OKC,28,28,27.9,5.8,12.9,.450,2.0,5.4,.368,3.8,7.4,.510,.528,0.6,0.8,.818,1.0,5.7,6.7,3.4,0.9,0.9,1.0,1.7,14.2
224,Talen Horton-Tucker\hortota01,SG,20,LAL,51,3,19.6,3.4,7.6,.438,0.5,2.1,.262,2.8,5.5,.505,.474,1.4,1.7,.820,0.4,2.3,2.7,2.6,1.0,0.4,1.5,2.0,8.7
225,Danuel House\houseda01,SF,27,HOU,31,21,27.2,3.2,7.9,.406,1.6,4.5,.360,1.6,3.4,.467,.508,1.3,1.9,.661,0.6,3.3,3.9,1.9,0.6,0.5,1.0,2.0,9.3
226,Dwight Howard\howardw01,C,35,PHI,54,5,17.4,2.5,4.3,.583,0.1,0.3,.250,2.4,4.0,.607,.591,1.8,3.0,.579,2.6,5.6,8.3,0.7,0.4,0.9,1.8,3.0,6.8
227,Markus Howard\howarma02,SG,21,DEN,27,0,3.3,0.4,1.7,.239,0.2,1.2,.156,0.2,0.5,.429,.293,0.0,0.1,.500,0.0,0.4,0.4,0.4,0.1,0.0,0.2,0.5,1.0
228,Kevin Huerter\huertke01,SG,22,ATL,56,41,30.9,4.5,10.6,.427,2.0,5.6,.364,2.5,5.0,.498,.524,0.8,0.9,.827,0.6,2.7,3.3,3.6,1.1,0.2,1.2,2.4,11.8
229,Elijah Hughes\hugheel01,SF,22,UTA,11,0,3.5,0.7,1.7,.421,0.5,1.3,.429,0.2,0.5,.400,.579,0.3,0.4,.750,0.0,0.6,0.6,0.4,0.1,0.1,0.5,0.0,2.3
230,De'Andre Hunter\huntede01,SF,23,ATL,20,18,31.3,5.6,11.2,.502,1.6,4.4,.356,4.1,6.8,.596,.572,3.3,3.8,.867,0.8,4.3,5.1,2.1,0.9,0.5,1.4,2.7,16.0
231,Chandler Hutchison\hutchch01,SF,24,TOT,13,0,13.5,1.4,4.2,.333,0.2,1.0,.231,1.2,3.2,.366,.361,0.7,0.8,.818,0.3,3.0,3.3,0.7,0.3,0.0,1.1,1.3,3.7
231,Chandler Hutchison\hutchch01,SF,24,CHI,7,0,9.1,0.7,2.6,.278,0.1,0.4,.333,0.6,2.1,.267,.306,0.3,0.3,1.000,0.1,2.7,2.9,0.6,0.1,0.0,0.7,1.3,1.9
231,Chandler Hutchison\hutchch01,SF,24,WAS,6,0,18.7,2.2,6.0,.361,0.3,1.7,.200,1.8,4.3,.423,.389,1.2,1.5,.778,0.5,3.3,3.8,0.8,0.5,0.0,1.5,1.3,5.8
232,Serge Ibaka\ibakase01,C,31,LAC,39,39,23.6,4.5,8.9,.507,1.0,2.8,.352,3.5,6.1,.577,.562,0.9,1.2,.822,1.7,4.9,6.7,1.7,0.2,1.2,1.1,1.9,10.9
233,Andre Iguodala\iguodan01,SF,37,MIA,50,2,21.2,1.5,4.0,.373,1.0,3.1,.320,0.5,1.0,.542,.495,0.4,0.7,.636,0.6,3.1,3.7,2.0,1.0,0.5,1.0,1.4,4.4
234,Ersan İlyasova\ilyaser01,PF,33,UTA,8,0,6.4,0.6,2.3,.278,0.5,1.9,.267,0.1,0.4,.333,.389,0.4,0.4,1.000,0.4,0.9,1.3,0.3,0.3,0.0,0.4,1.3,2.1
235,Joe Ingles\inglejo01,SF,33,UTA,51,14,26.8,4.1,7.8,.520,2.7,5.6,.486,1.4,2.2,.605,.693,1.1,1.3,.864,0.4,3.2,3.7,4.2,0.7,0.2,1.6,1.9,11.9
236,Brandon Ingram\ingrabr01,SF,23,NOP,51,51,34.6,8.5,18.2,.469,2.4,6.3,.384,6.1,11.9,.514,.535,4.7,5.3,.886,0.6,4.4,5.0,4.8,0.7,0.7,2.5,2.0,24.3
237,Kyrie Irving\irvinky01,PG,28,BRK,40,40,35.1,10.6,20.5,.515,2.7,6.9,.395,7.8,13.6,.576,.582,3.7,4.0,.913,1.1,3.7,4.8,6.1,1.3,0.6,2.3,2.7,27.5
238,Wesley Iwundu\iwundwe01,SF,26,TOT,32,4,13.3,0.9,2.5,.350,0.2,1.1,.139,0.7,1.4,.523,.381,0.7,0.8,.852,0.3,1.8,2.2,0.4,0.4,0.1,0.5,1.3,2.6
238,Wesley Iwundu\iwundwe01,SF,26,DAL,23,3,12.5,0.7,2.3,.327,0.1,1.0,.130,0.6,1.3,.483,.356,0.5,0.6,.857,0.3,1.7,1.9,0.4,0.4,0.1,0.3,1.1,2.1
238,Wesley Iwundu\iwundwe01,SF,26,NOP,9,1,15.3,1.2,3.1,.393,0.2,1.4,.154,1.0,1.7,.600,.429,1.2,1.4,.846,0.4,2.3,2.8,0.4,0.4,0.1,1.1,1.6,3.9
239,Frank Jackson\jacksfr01,PG,22,DET,27,4,15.1,2.5,5.7,.438,1.3,3.1,.405,1.2,2.6,.478,.549,1.4,1.7,.822,0.4,1.4,1.8,0.6,0.3,0.0,0.9,1.1,7.6
240,Josh Jackson\jacksjo02,SG,23,DET,51,16,24.6,4.8,11.3,.428,1.3,4.0,.319,3.5,7.3,.488,.484,2.4,3.3,.726,0.9,3.2,4.2,2.1,0.9,0.7,2.2,2.9,13.3
241,Justin Jackson\jacksju01,SF,25,OKC,33,3,16.5,2.6,6.4,.406,1.0,3.4,.306,1.6,3.1,.515,.486,0.9,1.1,.857,0.4,1.7,2.2,1.5,0.5,0.1,0.9,0.9,7.2
242,Reggie Jackson\jacksre01,SG,30,LAC,55,33,22.6,3.8,8.4,.456,1.7,3.9,.429,2.2,4.5,.478,.554,1.1,1.3,.795,0.3,2.5,2.9,3.1,0.6,0.1,1.1,2.0,10.3
243,Justin James\jamesju01,SF,24,SAC,25,0,6.0,0.7,1.7,.429,0.2,0.7,.294,0.5,1.0,.520,.488,0.2,0.5,.417,0.1,0.3,0.4,0.6,0.1,0.0,0.2,0.4,1.8
244,LeBron James\jamesle01,PG,36,LAL,41,41,33.9,9.5,18.4,.513,2.4,6.5,.368,7.1,12.0,.592,.578,4.1,5.8,.703,0.6,7.3,7.9,7.9,1.0,0.6,3.7,1.6,25.4
245,DaQuan Jeffries\jeffrda01,SG,23,TOT,20,2,12.3,1.3,3.0,.417,0.5,1.5,.300,0.8,1.5,.533,.492,0.3,0.4,.857,0.5,1.0,1.5,0.4,0.4,0.3,0.4,1.2,3.3
245,DaQuan Jeffries\jeffrda01,SG,23,SAC,18,2,12.9,1.3,3.2,.421,0.5,1.6,.321,0.8,1.6,.517,.500,0.3,0.4,.857,0.5,1.1,1.6,0.3,0.4,0.2,0.4,1.3,3.5
245,DaQuan Jeffries\jeffrda01,SG,23,HOU,2,0,6.5,0.5,1.5,.333,0.0,1.0,.000,0.5,0.5,1.000,.333,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
246,Ty Jerome\jeromty01,SG,23,OKC,23,1,24.8,3.6,8.6,.421,2.0,5.2,.392,1.6,3.3,.468,.541,0.7,1.0,.696,0.4,2.4,2.9,3.5,0.5,0.2,1.3,2.0,10.0
247,Isaiah Joe\joeis01,SG,21,PHI,29,1,9.8,1.1,3.3,.337,0.9,2.6,.333,0.2,0.7,.350,.468,0.3,0.3,.889,0.2,0.8,1.0,0.6,0.3,0.1,0.2,0.9,3.3
248,Alize Johnson\johnsal02,PF,24,BRK,9,0,11.6,3.2,5.0,.644,0.0,0.3,.000,3.2,4.7,.690,.644,0.3,0.3,1.000,1.8,3.3,5.1,0.7,0.4,0.2,0.6,0.9,6.8
249,Cameron Johnson\johnsca02,PF,24,PHO,49,9,23.3,3.5,7.8,.446,2.1,5.4,.386,1.4,2.4,.581,.580,0.8,1.0,.872,0.5,2.7,3.3,1.4,0.6,0.3,0.8,1.4,9.9
250,James Johnson\johnsja01,PF,33,TOT,39,6,20.0,2.7,6.0,.455,0.6,2.4,.269,2.1,3.6,.579,.509,0.9,1.4,.642,0.5,2.6,3.2,2.0,0.9,0.9,1.1,2.3,6.9
250,James Johnson\johnsja01,PF,33,DAL,29,1,17.4,2.3,5.0,.462,0.5,2.1,.250,1.8,2.9,.612,.514,0.6,1.0,.586,0.5,2.5,3.0,1.7,0.8,0.8,0.9,2.0,5.7
250,James Johnson\johnsja01,PF,33,NOP,10,5,27.6,3.9,8.8,.443,1.0,3.3,.303,2.9,5.5,.527,.500,1.7,2.4,.708,0.7,3.1,3.8,2.9,1.0,1.3,1.6,3.0,10.5
251,Keldon Johnson\johnske04,SF,21,SAS,51,49,28.5,4.9,10.2,.478,0.9,2.6,.331,4.0,7.6,.528,.520,2.1,2.9,.735,1.5,5.0,6.5,1.8,0.5,0.5,1.1,2.1,12.7
252,Stanley Johnson\johnsst04,PF,24,TOR,49,6,14.6,1.1,2.8,.399,0.6,1.7,.354,0.5,1.1,.464,.504,0.4,0.5,.792,0.4,1.9,2.3,1.2,0.7,0.3,0.7,1.8,3.2
253,Tyler Johnson\johnsty01,SG,28,BRK,31,2,16.8,1.8,4.6,.394,1.2,3.3,.376,0.6,1.3,.439,.528,0.5,0.6,.842,0.2,1.7,1.9,0.9,0.4,0.0,0.4,1.0,5.4
254,Nikola Jokić\jokicni01,C,25,DEN,56,56,35.2,10.2,18.1,.567,1.4,3.3,.422,8.8,14.8,.599,.605,4.2,4.9,.855,2.9,8.1,11.0,8.8,1.5,0.6,3.1,2.7,26.1
255,Damian Jones\jonesda03,C,25,TOT,25,8,9.8,1.1,1.6,.692,0.0,0.0,.000,1.1,1.5,.711,.692,0.7,1.0,.692,0.7,1.4,2.0,0.3,0.2,0.5,0.5,1.8,2.9
255,Damian Jones\jonesda03,C,25,PHO,14,0,6.7,0.6,1.1,.500,0.0,0.1,.000,0.6,1.1,.533,.500,0.4,0.8,.545,0.5,0.8,1.3,0.3,0.1,0.4,0.4,1.4,1.6
255,Damian Jones\jonesda03,C,25,LAL,8,6,14.0,2.0,2.1,.941,0.0,0.0,,2.0,2.1,.941,.941,1.4,1.5,.917,1.0,2.3,3.3,0.1,0.1,0.9,0.6,2.8,5.4
255,Damian Jones\jonesda03,C,25,SAC,3,2,13.3,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.3,1.0,.333,0.7,1.7,2.3,0.7,1.0,0.3,0.7,1.7,2.3
256,Derrick Jones Jr.\jonesde02,SF,23,POR,50,41,24.4,2.7,5.6,.486,0.8,2.6,.328,1.9,3.1,.617,.560,1.0,1.6,.634,1.5,2.5,4.0,0.8,0.7,1.0,0.6,2.3,7.4
257,Mason Jones\jonesma05,SG,22,TOT,30,1,10.7,1.7,4.0,.425,0.8,2.2,.364,0.9,1.8,.500,.525,1.2,1.9,.614,0.2,1.6,1.8,1.4,0.2,0.0,0.9,0.7,5.4
257,Mason Jones\jonesma05,SG,22,HOU,26,1,11.8,1.8,4.4,.412,0.9,2.5,.359,0.9,1.9,.480,.513,1.3,2.2,.614,0.2,1.8,2.0,1.5,0.2,0.0,1.1,0.8,5.8
257,Mason Jones\jonesma05,SG,22,PHI,4,0,3.8,1.0,1.5,.667,0.3,0.5,.500,0.8,1.0,.750,.750,0.0,0.0,,0.5,0.3,0.8,0.5,0.0,0.0,0.0,0.0,2.3
258,Tre Jones\jonestr01,PG,21,SAS,25,0,4.7,0.8,1.6,.475,0.0,0.0,1.000,0.7,1.6,.462,.488,0.2,0.2,1.000,0.2,0.2,0.4,0.6,0.2,0.0,0.4,0.2,1.8
259,Tyus Jones\jonesty01,PG,24,MEM,54,8,19.1,2.9,6.5,.440,0.7,2.2,.322,2.2,4.3,.500,.494,0.6,0.6,.914,0.4,1.9,2.2,4.1,1.1,0.1,0.7,0.4,7.0
260,DeAndre Jordan\jordade01,C,32,BRK,49,38,22.2,3.5,4.5,.781,0.0,0.0,.000,3.5,4.4,.784,.781,0.7,1.4,.500,1.9,5.3,7.3,1.7,0.3,1.2,1.5,2.1,7.7
261,Cory Joseph\josepco01,PG,29,TOT,56,6,22.1,2.9,6.3,.460,0.6,2.0,.324,2.2,4.3,.523,.511,1.1,1.4,.818,0.6,1.9,2.4,3.2,0.9,0.3,1.2,2.2,7.5
261,Cory Joseph\josepco01,PG,29,SAC,44,2,21.5,2.5,5.7,.444,0.7,2.1,.330,1.8,3.5,.513,.506,0.8,1.1,.766,0.6,1.7,2.3,2.5,0.9,0.2,1.0,2.2,6.6
261,Cory Joseph\josepco01,PG,29,DET,12,4,24.7,4.2,8.3,.500,0.4,1.4,.294,3.8,6.9,.542,.525,2.3,2.5,.900,0.5,2.7,3.2,5.8,1.2,0.4,1.8,2.1,11.0
262,Mfiondu Kabengele\kabenmf01,PF,23,TOT,26,0,4.4,0.4,1.4,.306,0.2,0.8,.238,0.2,0.6,.400,.375,0.2,0.2,.833,0.0,0.7,0.7,0.2,0.2,0.1,0.3,0.8,1.2
262,Mfiondu Kabengele\kabenmf01,PF,23,LAC,23,0,4.1,0.4,1.4,.281,0.2,0.8,.222,0.2,0.6,.357,.344,0.2,0.3,.833,0.0,0.6,0.6,0.2,0.1,0.1,0.3,0.8,1.2
262,Mfiondu Kabengele\kabenmf01,PF,23,CLE,3,0,7.0,0.7,1.3,.500,0.3,1.0,.333,0.3,0.3,1.000,.625,0.0,0.0,,0.0,1.7,1.7,0.3,0.7,0.0,0.3,1.3,1.7
263,Frank Kaminsky\kaminfr01,C,27,PHO,33,13,14.8,2.5,5.3,.469,0.8,1.9,.406,1.7,3.4,.505,.543,0.7,1.1,.629,0.7,2.9,3.6,1.6,0.3,0.4,0.5,1.3,6.4
264,Enes Kanter\kanteen01,C,28,POR,55,34,26.5,5.0,8.3,.608,0.0,0.0,.000,5.0,8.2,.609,.608,2.0,2.5,.790,4.3,7.6,11.9,1.3,0.5,0.7,1.3,2.5,12.0
265,Luke Kennard\kennalu01,SG,24,LAC,52,14,19.6,3.0,6.3,.477,1.6,3.4,.460,1.5,2.9,.497,.600,0.4,0.5,.846,0.3,2.5,2.7,1.7,0.3,0.2,0.8,1.5,8.0
266,Maxi Kleber\klebima01,PF,29,DAL,40,34,28.1,2.4,5.6,.429,1.8,4.3,.422,0.6,1.3,.451,.592,0.8,0.9,.914,0.9,4.5,5.4,1.3,0.6,0.8,0.7,2.3,7.4
267,Nathan Knight\knighna01,PF,23,ATL,25,0,8.4,1.1,3.0,.360,0.2,1.0,.208,0.9,2.0,.431,.393,1.3,1.6,.805,0.8,1.2,2.0,0.2,0.3,0.3,0.6,0.7,3.7
268,Kevin Knox\knoxke01,SF,21,NYK,35,0,12.5,1.5,3.8,.403,1.0,2.4,.405,0.6,1.4,.400,.530,0.4,0.5,.778,0.3,1.3,1.6,0.5,0.3,0.2,0.5,1.0,4.5
269,John Konchar\konchjo01,SG,24,MEM,31,0,14.0,1.4,3.0,.452,0.4,1.2,.361,0.9,1.8,.509,.522,0.6,0.8,.833,0.8,2.2,2.9,1.1,0.8,0.2,0.5,1.0,3.8
270,Furkan Korkmaz\korkmfu01,SG,23,PHI,45,7,19.6,3.2,7.8,.406,1.8,4.9,.376,1.3,2.9,.458,.524,1.2,1.7,.724,0.3,1.8,2.1,1.3,1.0,0.2,0.9,1.2,9.4
271,Luke Kornet\kornelu01,PF-C,25,TOT,20,0,9.9,1.1,2.9,.379,0.7,2.1,.310,0.5,0.8,.563,.491,0.1,0.3,.400,0.3,1.7,2.0,0.7,0.1,0.9,0.2,0.5,3.0
271,Luke Kornet\kornelu01,PF,25,CHI,13,0,7.2,0.7,2.1,.333,0.5,1.8,.261,0.2,0.3,.750,.444,0.2,0.3,.500,0.1,1.1,1.2,0.3,0.2,0.5,0.1,0.1,2.0
271,Luke Kornet\kornelu01,C,25,BOS,7,0,14.7,1.9,4.4,.419,1.0,2.7,.368,0.9,1.7,.500,.532,0.0,0.1,.000,0.7,2.7,3.4,1.3,0.0,1.6,0.3,1.1,4.7
272,Rodions Kurucs\kurucro01,SF-PF,22,TOT,19,0,6.3,0.6,1.6,.355,0.3,1.1,.300,0.3,0.6,.455,.452,0.1,0.1,.500,0.3,0.9,1.2,0.5,0.5,0.2,0.6,0.7,1.5
272,Rodions Kurucs\kurucro01,PF,22,BRK,5,0,3.2,0.2,0.6,.333,0.2,0.4,.500,0.0,0.2,.000,.500,0.0,0.0,,0.0,0.6,0.6,0.4,0.0,0.0,0.0,0.2,0.6
272,Rodions Kurucs\kurucro01,SF,22,HOU,11,0,6.8,0.5,1.9,.238,0.2,1.4,.133,0.3,0.5,.500,.286,0.1,0.2,.500,0.2,0.8,1.0,0.4,0.5,0.4,0.8,0.6,1.2
272,Rodions Kurucs\kurucro01,SF,22,MIL,3,0,9.3,1.7,2.3,.714,1.0,1.0,1.000,0.7,1.3,.500,.929,0.0,0.0,,1.0,2.0,3.0,1.3,1.0,0.0,1.0,1.7,4.3
